trip_id,start_time,end_time,headway_secs,exact_times
4_I15-002_2023I15_2_1_4__2___,11:00:00,14:00:00,300,
4_I15-002_2023I15_1_1_4__2___,14:00:00,22:00:00,240,
4_I15-002_2023I15_2_1_4__2___,14:00:00,22:00:00,240,
4_I15-002_2023I15_1_1_4__2___,22:00:00,23:00:00,330,
4_I15-002_2023I15_2_1_4__2___,22:00:00,23:00:00,330,
4_I15-002_2023I15_1_1_4__2___,23:00:00,25:00:00,420,
4_I15-002_2023I15_2_1_4__2___,23:00:00,25:00:00,420,
4_I12-003_2023I12_1_1_4__3___,01:00:00,02:00:00,600,
4_I12-003_2023I12_2_1_4__3___,01:00:00,02:00:00,600,
4_I12-003_2023I12_1_1_4__3___,06:05:00,07:00:00,540,
4_I12-003_2023I12_2_1_4__3___,06:05:00,07:00:00,540,
4_I12-003_2023I12_1_1_4__3___,07:00:00,09:00:00,480,
4_I12-003_2023I12_2_1_4__3___,07:00:00,09:00:00,480,
4_I12-003_2023I12_1_1_4__3___,09:00:00,14:00:00,390,
4_I12-003_2023I12_2_1_4__3___,09:00:00,14:00:00,390,
4_I12-003_2023I12_1_1_4__3___,14:00:00,17:00:00,390,
4_I12-003_2023I12_2_1_4__3___,14:00:00,17:00:00,390,
4_I12-003_2023I12_1_1_4__3___,17:00:00,22:00:00,270,
4_I12-003_2023I12_2_1_4__3___,17:00:00,22:00:00,270,
4_I12-003_2023I12_1_1_4__3___,22:00:00,23:00:00,390,
4_I12-003_2023I12_2_1_4__3___,22:00:00,23:00:00,390,
4_I12-003_2023I12_1_1_4__3___,23:00:00,25:00:00,450,
4_I12-003_2023I12_2_1_4__3___,23:00:00,25:00:00,450,
4_I13-003_2023I13_1_1_4__3___,00:00:00,02:00:00,900,
4_I13-003_2023I13_2_1_4__3___,00:00:00,02:00:00,900,
4_I13-003_2023I13_1_1_4__3___,06:05:00,07:00:00,540,
4_I13-003_2023I13_2_1_4__3___,06:05:00,07:00:00,540,
4_I13-003_2023I13_1_1_4__3___,07:00:00,10:00:00,480,
4_I13-003_2023I13_2_1_4__3___,07:00:00,10:00:00,480,
4_I13-003_2023I13_1_1_4__3___,10:00:00,17:00:00,420,
4_I13-003_2023I13_2_1_4__3___,10:00:00,17:00:00,420,
4_I13-003_2023I13_1_1_4__3___,17:00:00,22:00:00,300,
4_I13-003_2023I13_2_1_4__3___,17:00:00,22:00:00,300,
4_I13-003_2023I13_1_1_4__3___,22:00:00,23:00:00,420,
4_I13-003_2023I13_2_1_4__3___,22:00:00,23:00:00,420,
4_I13-003_2023I13_1_1_4__3___,23:00:00,24:00:00,450,
4_I13-003_2023I13_2_1_4__3___,23:00:00,24:00:00,450,
4_I14-003_2023I14_1_1_4__3___,00:00:00,02:00:00,900,
4_I14-003_2023I14_2_1_4__3___,00:00:00,02:00:00,900,
4_I14-003_2023I14_1_1_4__3___,06:05:00,07:00:00,390,
4_I14-003_2023I14_2_1_4__3___,06:05:00,07:00:00,390,
4_I14-003_2023I14_1_1_4__3___,07:00:00,07:30:00,210,
4_I14-003_2023I14_2_1_4__3___,07:00:00,07:30:00,210,
4_I14-003_2023I14_1_1_4__3___,07:30:00,09:30:00,180,
4_I14-003_2023I14_2_1_4__3___,07:30:00,09:30:00,180,
4_I14-003_2023I14_1_1_4__3___,09:30:00,11:00:00,240,
4_I14-003_2023I14_2_1_4__3___,09:30:00,11:00:00,240,
4_I14-003_2023I14_1_1_4__3___,11:00:00,14:00:00,300,
4_I14-003_2023I14_2_1_4__3___,11:00:00,14:00:00,300,
4_I14-003_2023I14_1_1_4__3___,14:00:00,16:00:00,240,
4_I14-003_2023I14_2_1_4__3___,14:00:00,16:00:00,240,
4_I14-003_2023I14_1_1_4__3___,16:00:00,18:00:00,270,
4_I14-003_2023I14_2_1_4__3___,16:00:00,18:00:00,270,
4_I14-003_2023I14_1_1_4__3___,18:00:00,20:00:00,240,
4_I14-003_2023I14_2_1_4__3___,18:00:00,20:00:00,240,
4_I14-003_2023I14_1_1_4__3___,20:00:00,21:00:00,270,
4_I14-003_2023I14_2_1_4__3___,20:00:00,21:00:00,270,
4_I14-003_2023I14_1_1_4__3___,21:00:00,22:00:00,330,
4_I14-003_2023I14_2_1_4__3___,21:00:00,22:00:00,330,
4_I14-003_2023I14_1_1_4__3___,22:00:00,23:00:00,420,
4_I14-003_2023I14_2_1_4__3___,22:00:00,23:00:00,420,
4_I14-003_2023I14_1_1_4__3___,23:00:00,24:00:00,450,
4_I14-003_2023I14_2_1_4__3___,23:00:00,24:00:00,450,
4_I15-003_2023I15_1_1_4__3___,00:00:00,02:00:00,600,
4_I15-003_2023I15_2_1_4__3___,00:00:00,02:00:00,600,
4_I15-003_2023I15_1_1_4__3___,06:05:00,07:00:00,390,
4_I15-003_2023I15_2_1_4__3___,06:05:00,07:00:00,390,
4_I15-003_2023I15_1_1_4__3___,07:00:00,07:30:00,210,
4_I15-003_2023I15_2_1_4__3___,07:00:00,07:30:00,210,
4_I15-003_2023I15_1_1_4__3___,07:30:00,09:30:00,180,
4_I15-003_2023I15_2_1_4__3___,07:30:00,09:30:00,180,
4_I15-003_2023I15_1_1_4__3___,09:30:00,11:00:00,240,
4_I15-003_2023I15_2_1_4__3___,09:30:00,11:00:00,240,
4_I15-003_2023I15_1_1_4__3___,11:00:00,14:00:00,300,
4_I15-003_2023I15_2_1_4__3___,11:00:00,14:00:00,300,
4_I15-003_2023I15_1_1_4__3___,14:00:00,16:00:00,210,
4_I15-003_2023I15_2_1_4__3___,14:00:00,16:00:00,210,
4_I15-003_2023I15_1_1_4__3___,16:00:00,22:00:00,270,
4_I15-003_2023I15_2_1_4__3___,16:00:00,22:00:00,270,
4_I15-003_2023I15_1_1_4__3___,22:00:00,23:00:00,390,
4_I15-003_2023I15_2_1_4__3___,22:00:00,23:00:00,390,
4_I15-003_2023I15_1_1_4__3___,23:00:00,24:00:00,450,
4_I15-003_2023I15_2_1_4__3___,23:00:00,24:00:00,450,
4_I12-004_2023I12_1_1_4__4___,00:00:00,02:00:00,750,
4_I12-004_2023I12_2_1_4__4___,00:00:00,02:00:00,750,
4_I12-004_2023I12_1_1_4__4___,06:05:00,07:00:00,540,
4_I12-004_2023I12_2_1_4__4___,06:05:00,07:00:00,540,
4_I12-004_2023I12_1_1_4__4___,07:00:00,11:00:00,480,
4_I12-004_2023I12_2_1_4__4___,07:00:00,11:00:00,480,
4_I12-004_2023I12_1_1_4__4___,11:00:00,22:00:00,390,
4_I12-004_2023I12_2_1_4__4___,11:00:00,22:00:00,390,
4_I12-004_2023I12_1_1_4__4___,22:00:00,24:00:00,450,
4_I12-004_2023I12_2_1_4__4___,22:00:00,24:00:00,450,
4_I13-004_2023I13_1_1_4__4___,00:00:00,02:00:00,900,
4_I13-004_2023I13_2_1_4__4___,00:00:00,02:00:00,900,
4_I13-004_2023I13_1_1_4__4___,06:05:00,07:00:00,540,
4_I13-004_2023I13_2_1_4__4___,06:05:00,07:00:00,540,
4_I13-004_2023I13_1_1_4__4___,07:00:00,11:00:00,480,
4_I13-004_2023I13_2_1_4__4___,07:00:00,11:00:00,480,
4_I13-004_2023I13_1_1_4__4___,11:00:00,22:00:00,420,
4_I13-004_2023I13_2_1_4__4___,11:00:00,22:00:00,420,
4_I13-004_2023I13_1_1_4__4___,22:00:00,24:00:00,450,
4_I13-004_2023I13_2_1_4__4___,22:00:00,24:00:00,450,
4_I14-004_2023I14_1_1_4__4___,00:00:00,02:00:00,900,
4_I14-004_2023I14_2_1_4__4___,00:00:00,02:00:00,900,
4_I14-004_2023I14_1_1_4__4___,06:05:00,07:00:00,450,
4_I14-004_2023I14_2_1_4__4___,06:05:00,07:00:00,450,
4_I14-004_2023I14_1_1_4__4___,07:00:00,07:30:00,240,
4_I14-004_2023I14_2_1_4__4___,07:00:00,07:30:00,240,
4_I14-004_2023I14_1_1_4__4___,07:30:00,09:30:00,210,
4_I14-004_2023I14_2_1_4__4___,07:30:00,09:30:00,210,
4_I14-004_2023I14_1_1_4__4___,09:30:00,11:00:00,240,
4_I14-004_2023I14_2_1_4__4___,09:30:00,11:00:00,240,
4_I14-004_2023I14_1_1_4__4___,11:00:00,14:00:00,270,
4_I14-004_2023I14_2_1_4__4___,11:00:00,14:00:00,270,
4_I14-004_2023I14_1_1_4__4___,14:00:00,18:00:00,270,
4_I14-004_2023I14_2_1_4__4___,14:00:00,18:00:00,270,
4_I14-004_2023I14_1_1_4__4___,18:00:00,20:00:00,210,
4_I14-004_2023I14_2_1_4__4___,18:00:00,20:00:00,210,
4_I14-004_2023I14_1_1_4__4___,20:00:00,22:00:00,300,
4_I14-004_2023I14_2_1_4__4___,20:00:00,22:00:00,300,
4_I14-004_2023I14_1_1_4__4___,22:00:00,24:00:00,450,
4_I14-004_2023I14_2_1_4__4___,22:00:00,24:00:00,450,
4_I15-004_2023I15_1_1_4__4___,00:00:00,02:00:00,750,
4_I15-004_2023I15_2_1_4__4___,00:00:00,02:00:00,750,
4_I15-004_2023I15_1_1_4__4___,06:05:00,07:00:00,450,
4_I15-004_2023I15_2_1_4__4___,06:05:00,07:00:00,450,
4_I15-004_2023I15_1_1_4__4___,07:00:00,07:30:00,240,
4_I15-004_2023I15_2_1_4__4___,07:00:00,07:30:00,240,
4_I15-004_2023I15_1_1_4__4___,07:30:00,09:30:00,210,
4_I15-004_2023I15_2_1_4__4___,07:30:00,09:30:00,210,
4_I15-004_2023I15_1_1_4__4___,09:30:00,11:00:00,240,
4_I15-004_2023I15_2_1_4__4___,09:30:00,11:00:00,240,
4_I15-004_2023I15_1_1_4__4___,11:00:00,14:00:00,270,
4_I15-004_2023I15_2_1_4__4___,11:00:00,14:00:00,270,
4_I15-004_2023I15_1_1_4__4___,14:00:00,16:00:00,240,
4_I15-004_2023I15_2_1_4__4___,14:00:00,16:00:00,240,
4_I15-004_2023I15_1_1_4__4___,16:00:00,18:00:00,270,
4_I15-004_2023I15_2_1_4__4___,16:00:00,18:00:00,270,
4_I15-004_2023I15_1_1_4__4___,18:00:00,20:00:00,270,
4_I15-004_2023I15_2_1_4__4___,18:00:00,20:00:00,270,
4_I15-004_2023I15_1_1_4__4___,20:00:00,22:00:00,270,
4_I15-004_2023I15_2_1_4__4___,20:00:00,22:00:00,270,
4_I15-004_2023I15_1_1_4__4___,22:00:00,24:00:00,450,
4_I15-004_2023I15_2_1_4__4___,22:00:00,24:00:00,450,
4_I12-005_2023I12_1_1_4__5___,00:00:00,02:00:00,600,
4_I12-005_2023I12_2_1_4__5___,00:00:00,02:00:00,600,
4_I12-005_2023I12_1_1_4__5___,06:05:00,07:00:00,540,
4_I12-005_2023I12_2_1_4__5___,06:05:00,07:00:00,540,
4_I12-005_2023I12_1_1_4__5___,07:00:00,11:00:00,480,
4_I12-005_2023I12_2_1_4__5___,07:00:00,11:00:00,480,
4_I12-005_2023I12_1_1_4__5___,11:00:00,22:00:00,390,
4_I12-005_2023I12_2_1_4__5___,11:00:00,22:00:00,390,
4_I12-005_2023I12_1_1_4__5___,22:00:00,24:00:00,450,
4_I12-005_2023I12_2_1_4__5___,22:00:00,24:00:00,450,
4_I13-005_2023I13_1_1_4__5___,00:00:00,02:00:00,900,
4_I13-005_2023I13_2_1_4__5___,00:00:00,02:00:00,900,
4_I13-005_2023I13_1_1_4__5___,06:05:00,07:00:00,540,
4_I13-005_2023I13_2_1_4__5___,06:05:00,07:00:00,540,
4_I13-005_2023I13_1_1_4__5___,07:00:00,11:00:00,480,
4_I13-005_2023I13_2_1_4__5___,07:00:00,11:00:00,480,
4_I13-005_2023I13_1_1_4__5___,11:00:00,22:00:00,390,
4_I13-005_2023I13_2_1_4__5___,11:00:00,22:00:00,390,
4_I13-005_2023I13_1_1_4__5___,22:00:00,24:00:00,450,
4_I13-005_2023I13_2_1_4__5___,22:00:00,24:00:00,450,
4_I14-005_2023I14_1_1_4__5___,00:00:00,02:00:00,900,
4_I14-005_2023I14_2_1_4__5___,00:00:00,02:00:00,900,
4_I14-005_2023I14_1_1_4__5___,06:05:00,07:00:00,540,
4_I14-005_2023I14_2_1_4__5___,06:05:00,07:00:00,540,
4_I14-005_2023I14_1_1_4__5___,07:00:00,07:30:00,300,
4_I14-005_2023I14_2_1_4__5___,07:00:00,07:30:00,300,
4_I14-005_2023I14_1_1_4__5___,07:30:00,09:30:00,270,
4_I14-005_2023I14_2_1_4__5___,07:30:00,09:30:00,270,
4_I14-005_2023I14_1_1_4__5___,09:30:00,11:00:00,300,
4_I14-005_2023I14_2_1_4__5___,09:30:00,11:00:00,300,
4_I14-005_2023I14_1_1_4__5___,11:00:00,18:00:00,330,
4_I14-005_2023I14_2_1_4__5___,11:00:00,18:00:00,330,
4_I14-005_2023I14_1_1_4__5___,18:00:00,20:00:00,300,
4_I14-005_2023I14_2_1_4__5___,18:00:00,20:00:00,300,
4_I14-005_2023I14_1_1_4__5___,20:00:00,22:00:00,330,
4_I14-005_2023I14_2_1_4__5___,20:00:00,22:00:00,330,
4_I14-005_2023I14_1_1_4__5___,22:00:00,24:00:00,450,
4_I14-005_2023I14_2_1_4__5___,22:00:00,24:00:00,450,
4_I15-005_2023I15_1_1_4__5___,00:00:00,02:00:00,600,
4_I15-005_2023I15_2_1_4__5___,00:00:00,02:00:00,600,
4_I15-005_2023I15_1_1_4__5___,06:05:00,07:00:00,540,
4_I15-005_2023I15_2_1_4__5___,06:05:00,07:00:00,540,
4_I15-005_2023I15_1_1_4__5___,07:00:00,07:30:00,300,
4_I15-005_2023I15_2_1_4__5___,07:00:00,07:30:00,300,
4_I15-005_2023I15_1_1_4__5___,07:30:00,09:30:00,270,
4_I15-005_2023I15_2_1_4__5___,07:30:00,09:30:00,270,
4_I15-005_2023I15_1_1_4__5___,09:30:00,11:00:00,300,
4_I15-005_2023I15_2_1_4__5___,09:30:00,11:00:00,300,
4_I15-005_2023I15_1_1_4__5___,11:00:00,22:00:00,330,
4_I15-005_2023I15_2_1_4__5___,11:00:00,22:00:00,330,
4_I15-005_2023I15_1_1_4__5___,22:00:00,24:00:00,450,
4_I15-005_2023I15_2_1_4__5___,22:00:00,24:00:00,450,
4_I12-061_2023I12_1_1_4__6_1__,00:00:00,02:00:00,900,
4_I12-061_2023I12_1_1_4__6_1__,06:05:00,07:00:00,540,
4_I12-061_2023I12_1_1_4__6_1__,07:00:00,09:00:00,480,
4_I12-061_2023I12_1_1_4__6_1__,09:00:00,10:00:00,420,
4_I12-061_2023I12_1_1_4__6_1__,10:00:00,22:00:00,360,
4_I12-061_2023I12_1_1_4__6_1__,22:00:00,23:00:00,420,
4_I12-061_2023I12_1_1_4__6_1__,23:00:00,24:00:00,450,
4_I13-061_2023I13_1_1_4__6_1__,00:00:00,02:00:00,900,
4_I13-061_2023I13_1_1_4__6_1__,06:05:00,07:00:00,540,
4_I13-061_2023I13_1_1_4__6_1__,07:00:00,10:00:00,480,
4_I13-061_2023I13_1_1_4__6_1__,10:00:00,21:00:00,360,
4_I13-061_2023I13_1_1_4__6_1__,21:00:00,22:00:00,480,
4_I13-061_2023I13_1_1_4__6_1__,22:00:00,24:00:00,450,
4_I14-061_2023I14_1_1_4__6_1__,00:00:00,02:00:00,900,
4_I14-061_2023I14_1_1_4__6_1__,06:05:00,07:00:00,540,
4_I14-061_2023I14_1_1_4__6_1__,07:00:00,07:30:00,240,
4_I14-061_2023I14_1_1_4__6_1__,07:30:00,09:30:00,210,
4_I14-061_2023I14_1_1_4__6_1__,09:30:00,22:00:00,300,
4_I14-061_2023I14_1_1_4__6_1__,22:00:00,24:00:00,450,
4_I15-061_2023I15_1_1_4__6_1__,00:00:00,02:00:00,900,
4_I15-061_2023I15_1_1_4__6_1__,06:05:00,07:00:00,540,
4_I15-061_2023I15_1_1_4__6_1__,07:00:00,07:30:00,240,
4_I15-061_2023I15_1_1_4__6_1__,07:30:00,09:30:00,210,
4_I15-061_2023I15_1_1_4__6_1__,09:30:00,22:00:00,300,
4_I15-061_2023I15_1_1_4__6_1__,22:00:00,24:00:00,450,
4_I12-062_2023I12_1_1_4__6_2__,00:00:00,01:00:00,750,
4_I12-062_2023I12_1_1_4__6_2__,01:00:00,02:00:00,900,
4_I12-062_2023I12_1_1_4__6_2__,06:05:00,07:00:00,540,
4_I12-062_2023I12_1_1_4__6_2__,07:00:00,09:00:00,480,
4_I12-062_2023I12_1_1_4__6_2__,09:00:00,10:00:00,420,
4_I12-062_2023I12_1_1_4__6_2__,10:00:00,22:00:00,360,
4_I12-062_2023I12_1_1_4__6_2__,22:00:00,24:00:00,450,
4_I13-062_2023I13_1_1_4__6_2__,00:00:00,02:00:00,900,
4_I13-062_2023I13_1_1_4__6_2__,06:05:00,07:00:00,540,
4_I13-062_2023I13_1_1_4__6_2__,07:00:00,10:00:00,480,
4_I13-062_2023I13_1_1_4__6_2__,10:00:00,21:00:00,360,
4_I13-062_2023I13_1_1_4__6_2__,21:00:00,22:00:00,480,
4_I13-062_2023I13_1_1_4__6_2__,22:00:00,24:00:00,450,
4_I14-062_2023I14_1_1_4__6_2__,00:00:00,02:00:00,900,
4_I14-062_2023I14_1_1_4__6_2__,06:05:00,07:00:00,540,
4_I14-062_2023I14_1_1_4__6_2__,07:00:00,07:30:00,240,
4_I14-062_2023I14_1_1_4__6_2__,07:30:00,09:30:00,210,
4_I14-062_2023I14_1_1_4__6_2__,09:30:00,22:00:00,300,
4_I14-062_2023I14_1_1_4__6_2__,22:00:00,24:00:00,450,
4_I15-062_2023I15_1_1_4__6_2__,00:00:00,02:00:00,900,
4_I15-062_2023I15_1_1_4__6_2__,06:05:00,07:00:00,540,
4_I15-062_2023I15_1_1_4__6_2__,07:00:00,07:30:00,240,
4_I15-062_2023I15_1_1_4__6_2__,07:30:00,09:30:00,210,
