name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,easting,northing,longitude,latitude,runtime
Victoria,86 Axe Street / St Ann's Road,Barking,,Barking and Dagenham,,,E09000002,Abbey,E05000026,544310.0001221001,183884.00012210011,0.08090597691042538,51.534910699375125,02/20/2022
Deuce Lounge,20-22 London Road,Barking,,Barking and Dagenham,,,E09000002,Abbey,E05000026,544206.0001221001,184192.00012210011,0.0795335736775285,51.53770512795622,02/20/2022
Kings Lounge,2 Linton Road,Barking,,Barking and Dagenham,,,E09000002,Abbey,E05000026,544262.0001221001,184275.00012210011,0.08037457345494259,51.53843669775836,02/20/2022
Jolly Fisherman,108 North Street,Barking,,Barking and Dagenham,,,E09000002,Abbey,E05000026,543952.0001221001,184508.00012210011,0.0760025891632881,51.54060971529181,02/20/2022
Spotted Dog,15 Longbridge Road,Barking,,Barking and Dagenham,,,E09000002,Abbey,E05000026,544491.0001221001,184419.00012210011,0.08373371044188148,51.53967217200788,02/20/2022
Barking Dog,61 Station Parade,Barking,,Barking and Dagenham,,,E09000002,Abbey,E05000026,544421.0001221001,184331.00012210011,0.08268883231735913,51.53889927751289,02/20/2022
Royal Oak,203 Longbridge Road,Barking,,Barking and Dagenham,,,E09000002,Longbridge,E05000035,545148.0001221001,185136.00012210011,0.09349742017968218,51.54594685396329,02/20/2022
Thatched House,632 Ripple Road,Barking,,Barking and Dagenham,,,E09000002,Eastbury,E05000031,546140.0001221001,183717.00012210011,0.10720560974947506,51.532939151434086,02/20/2022
Frankie & Benny's,"Unit 1b, Iscene Leisure, Clements Road",Ilford,Ilford,Redbridge,,,E09000026,Ilford Town,E05011246,543879.0001221001,186344.00012210011,0.07570157721041033,51.55712759642164,02/20/2022
General Havelock,229 High Road / Hainault Street,Ilford,,Redbridge,,,E09000026,Ilford Town,E05011246,544077.0001221001,186604.00012210011,0.07866260221992818,51.559413540297925,02/20/2022
Prince Of Wales,63 Green Lane / Connaught Road,Ilford,,Redbridge,,,E09000026,Ilford Town,E05011246,544743.0001221001,186537.00012210011,0.08823683918052991,51.55864091131093,02/20/2022
Papermakers Arms,57 Roden Street,Ilford,,Redbridge,,,E09000026,Loxford,E05011247,543588.0001221001,186228.00012210011,0.07145898350737462,51.5561593175702,02/20/2022
Bishop,"2, Bishops Hall, Thames Street",Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,517772.0001221001,169279.00012210011,-0.3064323304476515,51.40979395887948,02/20/2022
Champs Sports Bar & Grill,19/21 Chapel Road / Clements Lane,Ilford,,Redbridge,,,E09000026,Ilford Town,E05011246,543619.0001221001,186359.00012210011,0.07195940037095905,51.55732866092554,02/20/2022
O'Neill's,Station Road,Ilford,,Redbridge,,,E09000026,Ilford Town,E05011246,543677.0001221001,186518.00012210011,0.07286054611467666,51.55874274663826,02/20/2022
Great Spoon Of Ilford,114/116 Cranbrook Road,Ilford,,Redbridge,,,E09000026,Valentines,E05011253,543473.0001221001,186845.00012210011,0.07005292989595155,51.561733279194016,02/20/2022
Jono's Bar,37 Cranbrook Road,Ilford,,Redbridge,,,E09000026,Valentines,E05011253,543568.0001221001,186571.00012210011,0.07131073021575043,51.559246791089805,02/20/2022
Sydney's,545 Cranbrook Road,Gants Hill,Ilford,Redbridge,,,E09000026,Cranbrook,E05011241,543247.0001221001,188352.00012210011,0.06740887600301422,51.57533345585749,02/20/2022
Visage 80s Bar,442-444 Cranbrook Road,Gants Hill,Ilford,Redbridge,,,E09000026,Barkingside,E05011235,543366.0001221001,188455.00012210011,0.0691671827139118,51.5762288116913,02/20/2022
King George V,645 Cranbrook Road,Gants Hill,Ilford,Redbridge,,,E09000026,Barkingside,E05011235,543589.0001221001,188639.00012210011,0.07245865927417733,51.577825560467055,02/20/2022
Miller & Carter Steakhouse Dick Turpin,Aldborough Road North,Aldborough Hatch,Ilford,Redbridge,,,E09000026,Aldborough,E05011234,545774.0001221001,189562.00012210011,0.10435587741095645,51.58555901519913,02/20/2022
O'Grady's Irish Bar,699 High Road,Seven Kings,Ilford,Redbridge,,,E09000026,Seven Kings,E05011251,545729.0001221001,187216.00012210011,0.10273330859521686,51.56448873068965,02/20/2022
Ash Grove,271 Green Lane / New Road,Seven Kings,Ilford,Redbridge,,,E09000026,Goodmayes,E05011244,545329.0001221001,186689.00012210011,0.09674794014821973,51.55985614378576,02/20/2022
Bridge House,62/64 Goodmayes Road / Ashgrove Road,Goodmayes,Ilford,Redbridge,,,E09000026,Goodmayes,E05011244,546358.0001221001,187318.00012210011,0.11184505060456318,51.56524241866182,02/20/2022
Red House [Beefeater],Redbridge Lane East,Redbridge,Ilford,Redbridge,,,E09000026,Clayhall,E05011239,541787.0001221001,188437.00012210011,0.04638631966175177,51.57646648608508,02/20/2022
Beehive [Harvester],Beehive Lane,Gants Hill,Ilford,Redbridge,,,E09000026,Barkingside,E05011235,542817.0001221001,188469.00012210011,0.0612548205303576,51.57649400303376,02/20/2022
Unicorn,225 Clayhall Avenue / Caterham Avenue,Clayhall,Woodford Green,Redbridge,,,E09000026,Fullwell,E05011243,543079.0001221001,190117.00012210011,0.06570530284501695,51.59123735560719,02/20/2022
New Fairlop Oak,Fencepiece Road,Barkingside,Fulwell Cross,Redbridge,,,E09000026,Fairlop,E05011242,544519.0001221001,190418.00012210011,0.08660453944668717,51.59357467566441,02/20/2022
Old Maypole,105 Fencepiece Road / Cleeves Walk,Barkingside,Ilford,Redbridge,,,E09000026,Fairlop,E05011242,544432.0001221001,191218.00012210011,0.08567871985579929,51.600786106846066,02/20/2022
Fairlop Waters (Dalton's & S/D),Forest Road,Barkingside,Ilford,Redbridge,,,E09000026,Aldborough,E05011234,545416.0001221001,190549.00012210011,0.09960063490892325,51.59452102863556,02/20/2022
Forester,107 Burrow Road,Hainault,Chigwell,Redbridge,,,E09000026,Hainault,E05011245,546331.0001221001,192519.00012210011,0.11362442177528653,51.611986929204015,02/20/2022
Queens Head,"144, Richmond Road",Kingston,,Kingston upon Thames,,,E09000021,Tudor,E05000415,518210.0001221001,170234.00012210011,-0.2998183594023367,51.418286989775424,02/20/2022
Travellers Friend,496-498 High Road,Woodford Green,Woodford Wells,Redbridge,,,E09000026,Monkhams,E05011249,540348.0001221001,192700.00012210011,0.02733716128199617,51.61513708664726,02/20/2022
Horse & Well,566/568 High Road,Woodford Green,Woodford Wells,Redbridge,,,E09000026,Monkhams,E05011249,540428.0001221001,192893.00012210011,0.028569340114994464,51.6168515631677,02/20/2022
Rose & Crown,31 Mill Lane,Woodford Green,,Redbridge,,,E09000026,Monkhams,E05011249,540034.0001221001,192030.00012210011,0.02253673737238885,51.60919419075911,02/20/2022
Miller & Carter Woodford Green,393-395 High Road,Woodford Green,,Redbridge,,,E09000026,Monkhams,E05011249,540051.0001221001,191997.00012210011,0.02276892141753964,51.608893399690665,02/20/2022
Railway Tavern,126 Snakes Lane East / West Grove,Woodford Green,,Redbridge,,,E09000026,Bridge,E05011236,541273.0001221001,191859.00012210011,0.04035075998514195,51.607347917411865,02/20/2022
La Sala,692-694 Chigwell Road,Woodford Bridge,Woodford Green,Redbridge,,,E09000026,Bridge,E05011236,542431.0001221001,191759.00012210011,0.05702311379956548,51.60615749632688,02/20/2022
Crown & Crooked Billet,13 Cross Road,Woodford Bridge,Woodford Green,Redbridge,,,E09000026,Bridge,E05011236,542822.0001221001,191844.00012210011,0.06270072474934531,51.60682230053844,02/20/2022
Toby Carvery Woodford Green,1 Southend Road / Roding Lane North,Clayhall,Woodford Green,Redbridge,,,E09000026,Fullwell,E05011243,541920.0001221001,190054.00012210011,0.048958307074526385,51.59096438507962,02/20/2022
Cricketers,299-301 High Road,Woodford Green,,Redbridge,,,E09000026,Churchfields,E05011238,539919.0001221001,191162.00012210011,0.02053047172158851,51.60142228781529,02/20/2022
Royal Oak Pub & Kitchen,320 Hale End Road / Oak Hill,Hale End (Woodford Green),Woodford Green,Waltham Forest,,,E09000031,Hale End and Highams Park,E05000597,538804.0001221001,191385.00012210011,0.0045280008886072086,51.603702299833465,02/20/2022
County Hotel,30 Oak Hill,Woodford Green,,Waltham Forest,,,E09000031,Hale End and Highams Park,E05000597,539346.0001221001,191302.00012210011,0.012317081848414858,51.602822524255295,02/20/2022
O`Neill's,"3, Eden Street",Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,517946.0001221001,169149.00012210011,-0.3039746228979382,51.408589255399725,02/20/2022
Woody`s,"5 Ram Passage, High Street",Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,517764.0001221001,169005.00012210011,-0.306638319382062,51.40733271243599,02/20/2022
Ram,"34, High Street",Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,517807.0001221001,169057.00012210011,-0.3060030247677258,51.40779119289191,02/20/2022
Henry's,"Unit 6 Charter Quay, 22–28 High Street",Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,517807.0001221001,169057.00012210011,-0.3060030247677258,51.40779119289191,02/20/2022
Mill,"58-62, High Street",Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,517773.0001221001,168938.00012210011,-0.3065312187634887,51.4067285989425,02/20/2022
Stein's,"56 High Street,",Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,517773.0001221001,168938.00012210011,-0.3065312187634887,51.4067285989425,02/20/2022
Browns,"3, Jerome Place, Charter Quay",Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,517782.0001221001,169161.00012210011,-0.3063277958458883,51.408731213236685,02/20/2022
7000 Jars of Beer,1 Crown Passage/ Unit H Crown Arcade,Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,517953.0001221001,169206.00012210011,-0.30385505069280416,51.40910015522282,02/20/2022
Druids Head,2-3 Market Place,Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,517862.0001221001,169152.00012210011,-0.3051809504997938,51.40863368984921,02/20/2022
Wheelwrights Arms,"60, Clarence Street",Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,518206.0001221001,169312.00012210011,-0.3001833309777857,51.410000263727895,02/20/2022
Cornerstone,"The Rotunda Centre, Clarence Street",Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,518370.0001221001,169448.00012210011,-0.29778070182442573,51.41118850559655,02/20/2022
Gazebo,Thames Walk,Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,517789.0001221001,169320.00012210011,-0.30617436315976376,51.41015896437424,02/20/2022
Kings Tun,153-157 Clarence Street,Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,518266.0001221001,169410.00012210011,-0.2992882414439258,51.41086864119414,02/20/2022
Albion,45 Fairfield Road,Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,518485.0001221001,169177.00012210011,-0.2962182944833158,51.40872855390037,02/20/2022
Cocoanut,"16, Mill Street",Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,518444.0001221001,168854.00012210011,-0.29691547128036283,51.40583377932921,02/20/2022
Spring Grove,"13, Bloomfield Road",Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,518385.0001221001,168507.00012210011,-0.29787924580750824,51.40272702800565,02/20/2022
Antoinette Hotel,Beaufort Road,Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,518265.0001221001,168328.00012210011,-0.29966345062576044,51.40114309038858,02/20/2022
Cricketers,"20, Fairfield South",Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,518567.0001221001,169004.00012210011,-0.2950975652187285,51.407156372692114,02/20/2022
Duke of Buckingham,"104, Villiers Road",Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,518709.0001221001,168432.00012210011,-0.2932481433036772,51.40198514729071,02/20/2022
Bricklayers Arms,"53, Hawks Road",Kingston,,Kingston upon Thames,,,E09000021,Norbiton,E05000409,518832.0001221001,169127.00012210011,-0.291247667741724,51.40820649894352,02/20/2022
Willow,"16, The Triangle",Kingston,,Kingston upon Thames,,,E09000021,Coombe Vale,E05000407,520125.0001221001,169162.00012210011,-0.27265206507348644,51.408248626302075,02/20/2022
White Hart Hotel,1 High Street,Hampton Wick,,Richmond upon Thames,,,E09000027,Hampton Wick,E05000522,517553.0001221001,169484.00012210011,-0.3095121155161379,51.411682098937376,02/20/2022
Swan,22 High Street,Hampton Wick,,Richmond upon Thames,,,E09000027,Hampton Wick,E05000522,517554.0001221001,169565.00012210011,-0.30947088197808553,51.412409978243744,02/20/2022
Foresters Arms,45 High Street,Hampton Wick,,Richmond upon Thames,,,E09000027,Hampton Wick,E05000522,517470.0001221001,169654.00012210011,-0.31064881818259954,51.413227387707266,02/20/2022
Star,Leatherhead Road,Leatherhead Common,,Kingston upon Thames,,,E09000021,Chessington South,E05000405,516633.0001221001,160001.00012210011,-0.3258484581368958,51.32663078028471,02/20/2022
Boaters Inn,"Canbury Gardens, Lower Ham Rd",Kingston,,Kingston upon Thames,,,E09000021,Tudor,E05000415,517916.0001221001,170243.00012210011,-0.3040418919227367,51.418429130703096,02/20/2022
Hawker Centre,Lower Ham Road,Kingston,,Kingston upon Thames,,,E09000021,Tudor,E05000415,517646.0001221001,171124.00012210011,-0.3076308729860811,51.426404285036554,02/20/2022
Whelans,"20, Richmond Road",Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,518306.0001221001,169545.00012210011,-0.2986682472645048,51.412073766452636,02/20/2022
Grey Horse,"46, Richmond Road",Kingston,,Kingston upon Thames,,,E09000021,Canbury,E05000403,518286.0001221001,169724.00012210011,-0.2988959976597126,51.413686912547966,02/20/2022
Cardinal,"174, Tudor Drive",Kingston,,Kingston upon Thames,,,E09000021,Tudor,E05000415,518339.0001221001,171145.00012210011,-0.29765958232360096,51.426448733823264,02/20/2022
Park Tavern,19 New Road,Kingston,,Kingston upon Thames,,,E09000021,Canbury,E05000403,519154.0001221001,170334.00012210011,-0.28621394655463367,51.41898817720297,02/20/2022
Pottery,"20, Park Road",Kingston,,Kingston upon Thames,,,E09000021,Canbury,E05000403,519132.0001221001,169973.00012210011,-0.2866515707981355,51.415747914064696,02/20/2022
Wych Elm,93 Elm Road,Kingston,,Kingston upon Thames,,,E09000021,Canbury,E05000403,518690.0001221001,170025.00012210011,-0.29298793388918304,51.416308048651686,02/20/2022
Willoughby Arms,47 Willoughby Road,Kingston,,Kingston upon Thames,,,E09000021,Canbury,E05000403,518863.0001221001,169884.00012210011,-0.2905483048983784,51.41500439925727,02/20/2022
Norbiton,"16, Clifton Road",Kingston,,Kingston upon Thames,,,E09000021,Canbury,E05000403,519112.0001221001,169710.00012210011,-0.28702745057139817,51.41338811135677,02/20/2022
Fighting Cocks,"56, Old London Road",Kingston,,Kingston upon Thames,,,E09000021,Grove,E05000408,518472.0001221001,169336.00012210011,-0.2963520139790279,51.41016046861465,02/20/2022
Black Horse,204 London Road,Kingston,,Kingston upon Thames,,,E09000021,Canbury,E05000403,519208.0001221001,169672.00012210011,-0.2856602988956006,51.413026364281656,02/20/2022
Kingston Lodge Hotel,"94, Kingston Hill",Kingston,,Kingston upon Thames,,,E09000021,Coombe Hill,E05000406,519758.0001221001,170229.00012210011,-0.27756633643629697,51.417917072569736,02/20/2022
Albert,"57, Kingston Hill",Kingston,,Kingston upon Thames,,,E09000021,Coombe Hill,E05000406,519503.0001221001,170071.00012210011,-0.2812854061978139,51.41655069929805,02/20/2022
Han,1 High Street,New Malden,,Kingston upon Thames,,,E09000021,Beverley,E05000402,521327.0001221001,168562.00012210011,-0.25558163321924293,51.402599597684905,02/20/2022
Watchman,184 High Street,New Malden,,Kingston upon Thames,,,E09000021,Beverley,E05000402,521473.0001221001,168119.00012210011,-0.25363521294223035,51.39858644678171,02/20/2022
Bar Malden,1-3 St George's Square,New Malden,,Kingston upon Thames,,,E09000021,Beverley,E05000402,521386.0001221001,168613.00012210011,-0.2547163108169058,51.4030453842828,02/20/2022
Glasshouse,14 Coombe Road,New Malden,,Kingston upon Thames,,,E09000021,Coombe Vale,E05000407,521272.0001221001,168817.00012210011,-0.256284829815187,51.40490342620818,02/20/2022
Woodies,Thetford Road,New Malden,,Kingston upon Thames,,,E09000021,St. James,E05000411,520576.0001221001,167444.00012210011,-0.26675399650761594,51.39271058171251,02/20/2022
Earl Beatty,"365, West Barnes Lane",Motspur Park,,Merton,,,E09000024,West Barnes,E05000473,522661.0001221001,167674.00012210011,-0.2367183323367284,51.394330926543724,02/20/2022
Plough,Church Road,Worcester Park,,Kingston upon Thames,,,E09000021,Old Malden,E05000410,521610.0001221001,166539.00012210011,-0.2522079674155546,51.38435528274063,02/20/2022
Centrals Bar & Lounge,169 Central Road,Worcester Park,,Sutton,,,E09000029,Nonsuch,E05000561,522301.0001221001,165980.00012210011,-0.24247435871204043,51.379182231205476,02/20/2022
Brook,181 Central Road,Worcester Park,,Sutton,,,E09000029,Nonsuch,E05000561,522301.0001221001,165980.00012210011,-0.24247435871204043,51.379182231205476,02/20/2022
Rumours,25-27 Central Road,Worcester Park,,Sutton,,,E09000029,Nonsuch,E05000561,522653.0001221001,165695.00012210011,-0.2375169231483747,51.37654456752291,02/20/2022
North End Tavern,245 Cheam Common Road,Worcester Park,,Sutton,,,E09000029,Nonsuch,E05000561,522819.0001221001,165610.00012210011,-0.23516216009264299,51.37574465702861,02/20/2022
H G Wells,101 Cheam Common Road,Worcester Park,,Sutton,,,E09000029,Worcester Park,E05000572,523114.0001221001,165275.00012210011,-0.23104143465830382,51.37266963386976,02/20/2022
Berrylands,"108, Chiltern Drive",Surbiton,,Kingston upon Thames,,,E09000021,Berrylands,E05000401,519726.0001221001,168002.00012210011,-0.2787782931746844,51.39790625377401,02/20/2022
Castle,"108, King Charles Road",Surbiton,,Kingston upon Thames,,,E09000021,Berrylands,E05000401,518868.0001221001,166997.00012210011,-0.29144390132008874,51.38905310853024,02/20/2022
Brave New World,"22-26, Berrylands Road",Surbiton,,Kingston upon Thames,,,E09000021,Berrylands,E05000401,518641.0001221001,167382.00012210011,-0.29457645579443636,51.39256126682676,02/20/2022
Gordon Bennett,"75, Maple Road",Surbiton,,Kingston upon Thames,,,E09000021,St. Mark's,E05000412,517781.0001221001,167534.00012210011,-0.3068823935156153,51.39410676167172,02/20/2022
Antelope,87 Maple Road,Surbiton,,Kingston upon Thames,,,E09000021,St. Mark's,E05000412,517832.0001221001,167604.00012210011,-0.30612636254317616,51.39472538164677,02/20/2022
Grove,"9, Grove Road",Surbiton,,Kingston upon Thames,,,E09000021,Grove,E05000408,517848.0001221001,167791.00012210011,-0.30583435995846553,51.39640295083211,02/20/2022
Harts Boatyard,Portsmouth Road,Surbiton,,Kingston upon Thames,,,E09000021,Grove,E05000408,517511.0001221001,167788.00012210011,-0.31067775053340746,51.39644590215169,02/20/2022
Fox & Hounds,"60, Portsmouth Road",Surbiton,,Kingston upon Thames,,,E09000021,St. Mark's,E05000412,517547.0001221001,167662.00012210011,-0.3102022014787811,51.39530585996146,02/20/2022
Victoria,"28, Victoria Road",Surbiton,,Kingston upon Thames,,,E09000021,St. Mark's,E05000412,517863.0001221001,167253.00012210011,-0.30579750737090716,51.39156389495104,02/20/2022
